block;russian;fr;es;pt;ar;zh
core_3000;учи́лище (с.р.);école;escuela;escola;المدرسة;学校
core_3000;копе́йка (ж.р.);kopecks;kopeks;copeque;كوبيك;科比
core_3000;ра́неный (м.р.);blessé;herido;ferido;جريح;受伤
core_3000;взор (м.р.);coup d'oeil;mirada;relance;نظرة خاطفة;一目了然
core_3000;вы́бросить;jeter;tirar;jogar fora;رمي;扔掉
core_3000;усмехну́ться;sourire;sonrisa;sorrir;الابتسامة;咧嘴一笑
core_3000;напо́лнить;remplir;llenar;preencher;ملء;填写
core_3000;вы́скочить;sort;sale;aparecer;انبثق;弹出
core_3000;конто́ра (ж.р.);bureau;oficina;escritório;مكتب;办公室
core_3000;исхо́д (м.р.);résultat;resultado;resultado;النتيجة;结果
core_3000;террори́ст (м.р.);terroriste;terrorista;terrorista;الإرهابي;恐怖分子
core_3000;чемода́н (м.р.);valise;maleta;mala;الحقيبة;手提箱
core_3000;комму́никация (ж.р.);communications;comunicación;comunicação;التواصل;通讯
core_3000;подвести́;échec;falla;falhar;فاشل;失败
core_3000;пёс (м.р.);chien;perro;cachorro;الكلب;狗
core_3000;инвали́д (м.р.);désactivé;deshabilitado;desativado;معطل;已禁用
core_3000;соблюда́ть;se conformer;cumplir;cumprir;الامتثال;遵守
core_3000;нату́ра (ж.р.);caractère;naturaleza;natureza;الطبيعة;自然
core_3000;покача́ть;secouer;agitar;agitar;هز;摇一摇
core_3000;распространя́ться;propagation;propagación;propagação;منتشرة;传播
core_3000;приглаше́ние (с.р.);invitation;invitación;convite;دعوة;邀请
core_3000;комисса́р (м.р.);Commissaire;Comisionado;Comissário;المفوض;专员
core_3000;вскочи́ть;sauter;saltar;pular;قفز;跳起来
core_3000;вслух;à voix haute;en voz alta;em voz alta;بصوت عالٍ;大声说出来
core_3000;младе́нец (м.р.);bébé;bebé;querido;حبيبتي;宝贝
core_3000;разверну́ть;développer;expandir;expandir;التوسع;展开
core_3000;употребля́ть;utiliser;uso;uso;الاستخدام;使用
core_3000;бала́нс (м.р.);solde;saldo;equilíbrio;التوازن;平衡
core_3000;подозре́ние (с.р.);soupçon;sospecha;suspeita;الشبهة;怀疑
core_3000;виза́ (ж.р.);visa;visa;visto;التأشيرة;签证
core_3000;универса́льный (м.р.);universel;universales;universais;عالمية;通用
core_3000;послужи́ть;servir;servir;servir;يخدم;发球
core_3000;размышля́ть;reflètent;reflexionar;refletir;تأمل;反映
core_3000;мо́рда (ж.р.);museau;hocico;focinho;كمامة;枪口
core_3000;постано́вка (ж.р.);production;producción;produção;الإنتاج;生产
core_3000;внима́тельный (м.р.);attentif;atento;atento;منتبه;细心
core_3000;сраже́ние (с.р.);bataille;batalla;batalha;المعركة;战斗
core_3000;фра́гмент (м.р.);fragment;fragmento;fragmento;قطعة;片段
core_3000;дыра́ (ж.р.);trou;agujero;buraco;الفتحة;洞
core_3000;конкре́тно;spécifiquement;específicamente;especificamente;على وجه التحديد;具体来说
core_3000;цени́ть;apprécie;apreciar;agradeço;نقدر;欣赏
core_3000;уве́ренно;confiant;confiado;confiante;واثق;有信心
core_3000;торгова́ть;commerce;comercio;comércio;التجارة;贸易
core_3000;подва́л (м.р.);sous-sol;sótano;porão;الطابق السفلي;地下室
core_3000;косну́ться;touchez;toque;toque;اللمس;触摸
core_3000;каза́ть;montrer;mostrar;mostrar;عرض;显示
core_3000;семе́йство (с.р.);famille;familia;família;العائلة;家庭
core_3000;привлека́тельный (м.р.);attrayant;atractivo;atraente;جذابة;有吸引力
core_3000;ато́мный (м.р.);atomique;atómico;atômico;الذرية;原子
core_3000;прерва́ть;abandonner;cancelar;abortar;إحباط;中止
core_3000;заслу́живать;méritent;merecen;merece;يستحق;值得
core_3000;прохо́д (м.р.);passage;pasaje;passagem;مرور;段落
core_3000;разруше́ние (с.р.);destruction;destrucción;destruição;الدمار;破坏
core_3000;хор (м.р.);chœur;coro;refrão;الجوقة;合唱
core_3000;деви́ца (ж.р.);fille;niña;garota;فتاة;女孩
core_3000;рука́в (м.р.);manche;manga;manga;كم;袖子
core_3000;укра́сть;voler;robar;roubar;سرقة;偷
core_3000;социали́зм (м.р.);socialisme;socialismo;socialismo;الاشتراكية;社会主义
core_3000;шеф (м.р.);chef option;jefe;chefe;رئيس;酋长
core_3000;располага́ть;lieu;lugar;lugar;المكان;地点
core_3000;атакова́ть;attaque;ataque;ataque;الهجوم;攻击
core_3000;секре́тный (м.р.);secret;secreto;segredo;سرا;秘密
core_3000;столо́вая (ж.р.);salle à manger;comedor;sala de jantar;غرفة الطعام;餐厅
core_3000;посеще́ние (с.р.);visite;visita;visita;زيارة;访问
core_3000;выводи́ть;sortie;salida;saída;الإخراج;输出
core_3000;симпати́чный (м.р.);mignon;lindo;fofo;لطيف;可爱
core_3000;сде́латься;devenir;convertirse;se tornar;يصبح;成为
core_3000;продава́ться;à vendre;en venta;à venda;للبيع;待售
core_3000;направля́ться;tête;cabeza;cabeça;الرأس;头
core_3000;благоприя́тный (м.р.);favorable;favorable;favorável;صالح;有利
core_3000;па́лка (ж.р.);bâton;palo;bastão;عصا;棒
core_3000;выдаю́щийся (м.р.);exceptionnel;sobresaliente;excelente;المتميز;杰出
core_3000;рай (м.р.);cieux;cielos;céus;السماوات;天堂
core_3000;засну́ть;s'endormir;quedarse dormido;adormecer;النوم;睡着了
core_3000;перево́дчик (м.р.);traducteur;traductor;tradutor;مترجم;译者
core_3000;вы́рваться;éclater;estallar;sair;ينفجر;爆发
core_3000;обеща́ние (с.р.);promesse;promesa;promessa;الوعد;承诺
core_3000;совме́стно;ensemble;juntos;juntos;معًا;在一起
core_3000;равнове́сие (с.р.);solde;saldo;equilíbrio;التوازن;平衡
core_3000;сле́дователь (м.р.);enquêteur;investigador;investigador;محقق;调查员
core_3000;замере́ть;geler;congelar;congelar;تجميد;冻结
core_3000;посо́льство (с.р.);ambassade;embajada;embaixada;السفارة;大使馆
core_3000;бесполе́зный (м.р.);inutile;inútil;inútil;لا فائدة منه;没用
core_3000;примени́ть;appliquer;aplicar;aplicar;ينطبق;申请
core_3000;бума́жка (ж.р.);morceau de papier;pedazo de papel;pedaço de papel;قطعة من الورق;一张纸
core_3000;мисс (ж.р.);mademoiselle;señorita;senhorita;يغيب;小姐
core_3000;ба́бка (ж.р.);grand-mère;abuela;vovó;الجدة;奶奶
core_3000;нить (ж.р.);fil;hilo;tópico;الخيط;线程
core_3000;быт (м.р.);vie;vida;vida;الحياة;生活
core_3000;мастерска́я (ж.р.);atelier;taller;oficina;ورشة عمل;研讨会
core_3000;прие́зд (м.р.);arrivée;llegada;chegada;الوصول;到达
core_3000;подво́дный (м.р.);sous l'eau;bajo el agua;debaixo d'água;تحت الماء;水下
core_3000;треть (ж.р.);troisième;tercero;terceiro;الثالثة;第三
core_3000;плани́рование (с.р.);planification;planificación;planejamento;التخطيط;规划
core_3000;проро́к (м.р.);prophète;profeta;profeta;النبي;先知
core_3000;возража́ть;objet;objeto;objeto;كائن;对象
core_3000;па́чка (ж.р.);paquet;paquete;pacote;حزمة;包
core_3000;бизне́смен (м.р.);homme d'affaires;empresario;empresário;رجل أعمال;商人
core_3000;понача́лу;au début;al principio;no início;في البداية;首先
core_3000;зна́мя (с.р.);bannière;pancarta;bandeira;راية;横幅
core_3000;охвати́ть;couverture;portada;capa;الغلاف;封面
core_3000;беспоко́ить;déranger;molestar;perturbar;الإزعاج;打扰
core_3000;части́чно;partiellement;parcialmente;parcialmente;جزئيا;部分
core_3000;плоть (ж.р.);chair;carne;carne;لحم;肉
core_3000;би́блия (ж.р.);Bible;biblia;Bíblia;الكتاب المقدس;圣经
core_3000;производи́тельность (ж.р.);performances réglage;rendimiento;desempenho Configuração;الأداء;性能
core_3000;настро́йка (ж.р.);paramètres;configuración;configurações;الإعدادات;设置
core_3000;ветвь (ж.р.);branche;rama;filial;فرع;分支
core_3000;расшири́ть;développer;expandir;expandir;التوسع;展开
core_3000;скло́нный (м.р.);incliné;inclinado;inclinado;مائل;倾斜
core_3000;расста́ться;rompre;romper;separação;تفريق;分手
core_3000;неоднокра́тно;à plusieurs reprises;repetidamente;repetidamente;مرارا وتكرارا;反复
core_3000;грамм (м.р.);gramme;gramo;gramas;جرام;克
core_3000;печь (ж.р.);four;horno;forno;فرن;烤箱
core_3000;жу́ткий (м.р.);effrayant;espeluznante;assustador;مخيف;令人毛骨悚然
core_3000;удиви́тельно;incroyable;increíble;incrível;روعة;太棒了
core_3000;краса́вица (ж.р.);beauté;belleza;beleza;الجمال;美女
core_3000;изнача́льно;à l'origine;originalmente;originalmente;أصلاً;原来
core_3000;скры́тый (м.р.);caché;oculto;oculto;مخفي;隐藏
core_3000;такси́ (с.р.);taxi;taxi;táxi;سيارة أجرة;出租车
core_3000;сия́ть;briller;brillar;brilhar;تألق;闪耀
core_3000;прочь;loin;lejos;longe;بعيدا;远
core_3000;сметь;oser;atreverse;ousar;الجرأة;敢
core_3000;окружи́ть;entourer;envolvente;surround;محيطة;环绕
core_3000;ко́нсультация (ж.р.);consultation;consulta;consulta;التشاور;咨询
core_3000;броса́ться;se précipiter;prisa;pressa;الاندفاع;冲
core_3000;приде́рживаться;bâton;palo;bastão;العصا;棍子
core_3000;райо́нный (м.р.);régional;regionales;regionais;إقليمية;区域性
core_3000;приве́тствовать;bienvenue;bienvenido;bem vindo;مرحباً بكم;欢迎
core_3000;увели́чиваться;augmentation;aumento;aumento;زيادة;增加
core_3000;засмея́ться;rire;reír;rir;اضحك;笑
core_3000;прозвуча́ть;son;sonido;som;الصوت;声音
core_3000;сперва́;d'abord;primero;primeiro;أولا;第一
core_3000;вра́жеский (м.р.);ennemi;enemigo;inimigo;العدو;敌人
core_3000;кита́ец (м.р.);Chinois;chino;Chinês;الصينية;中文
core_3000;плато́к (м.р.);écharpe;bufanda;lenço;وشاح;围巾
core_3000;засыпа́ть;s'endormir;quedarse dormido;adormecer;النوم;睡着了
core_3000;рак (м.р.);cancer;cáncer;câncer;السرطان;癌症
core_3000;просыпа́ться;réveille-toi;despierta;acorde;استيقظ;醒来
core_3000;таи́нственный (м.р.);mystérieux;misterioso;misterioso;غامضة;神秘
core_3000;програ́ммист (м.р.);programmeur;programador;programador;مبرمج;程序员
core_3000;охра́нник (м.р.);garde;guardia;guarda;حارس;守卫
core_3000;доложи́ть;rapport;informe;relatório;تقرير;报告
core_3000;наря́ду;le long;a lo largo;junto;على طول;沿着
core_3000;коллекти́вный (м.р.);collectif;colectivo;coletivo;جماعية;集体
core_3000;ви́део (с.р.);vidéo;vídeo;vídeo;فيديو;视频
core_3000;биологи́ческий (м.р.);biologique;biológico;biológico;بيولوجية;生物
core_3000;футбо́л (м.р.);foot;fútbol;futebol;كرة القدم;足球
core_3000;эффе́ктивно;efficace;efectivo;eficaz;فعالة;有效
core_3000;признава́ться;avouer;confesar;confessar;اعترف;承认
core_3000;вступле́ние (с.р.);introduction;introducción;introdução;المقدمة;简介
core_3000;бред (м.р.);absurdité;tonterías;bobagem;هراء;废话
core_3000;сбро́сить;réinitialiser;restablecer;redefinir;إعادة تعيين;重置
core_3000;ми́ля (ж.р.);mille;milla;milha;ميل;英里
core_3000;прокля́тый (м.р.);damné;maldito;maldito;ملعون;该死的
core_3000;труди́ться;labeur;trabajo duro;trabalho;الكدح;辛劳
core_3000;поро́да (ж.р.);race;raza;raça;السلالة;品种
core_3000;посторо́нний (м.р.);étrangers;extraños;estranhos;الغرباء;陌生人
core_3000;чистота́ (ж.р.);propreté;limpieza;limpeza;النظافة;清洁度
core_3000;либера́льный (м.р.);libéral;liberal;liberal;الليبرالية;自由派
core_3000;убежа́ть;s'enfuir;huir;fugir;اهرب;逃跑
core_3000;отре́зать;coupé;cortado;cortado;مقطوعة;切断
